WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
526.wav,0.8571428571428571,I'd like to listen to DJ Yayo,like the d._j. yeah yeah,PlayMusic
527.wav,0.16666666666666666,I'd like to listen to Zookeepers,i'd like to listen to for,PlayMusic
528.wav,0.3333333333333333,I'd like to listen to Zion,i like to listen to die,PlayMusic
529.wav,0.42857142857142855,I'd like to listen to Wolter Kroes,[noise] i'd like to listen to alter gross,PlayMusic
53.wav,0.2857142857142857,I'd like to listen to Comet Blue,i like to listen to comment blue,PlayMusic
530.wav,0.42857142857142855,I'd like to listen to Glass Animals,i like to listen to <unk> animal,PlayMusic
531.wav,0.5714285714285714,I'd like to listen to Supa Bwe,i like to listen to you up way,PlayMusic
532.wav,0.14285714285714285,I'd like to listen to Forever Band,i'd like to listen to forever bam,PlayMusic
533.wav,0.3333333333333333,I'd like to listen to Bii,i like to listen to be,PlayMusic
534.wav,0.42857142857142855,I'd like to listen to Robin Veela,i like to listen to rob ya,PlayMusic
535.wav,0.3333333333333333,I'd like to listen to Dicte,i like to listen to dig,PlayMusic
536.wav,0.14285714285714285,I'd like to listen to James Morrison,like to listen to james morrison,PlayMusic
537.wav,0.14285714285714285,I'd like to listen to Julia Stone,i like to listen to julia stone,PlayMusic
538.wav,0.14285714285714285,I'd like to listen to Charming Horses,i like to listen to charming horses,PlayMusic
539.wav,0.5714285714285714,I'd like to listen to Jay 305,i like to listen to a real fire,PlayMusic
54.wav,0.7142857142857143,I'd like to listen to Delta Venus,i like to listen to your doctor you know,PlayMusic
540.wav,0.42857142857142855,I'd like to listen to Pepe Willberg,i like to listen to <unk>,PlayMusic
541.wav,0.5714285714285714,I'd like to listen to Mikko Pohjola,i like to listen to me go <unk>,PlayMusic
542.wav,0.2857142857142857,I'd like to listen to Savage Garden,i like to listen to salvage garden,PlayMusic
543.wav,0.5,I'd like to listen to Wellhello,i like to listen to well hello,PlayMusic
544.wav,0.5714285714285714,I'd like to listen to Nabila Razali,i like to listen to bill runs out,PlayMusic
545.wav,0.42857142857142855,I'd like to listen to Cem Belevi,i like to listen to him,PlayMusic
546.wav,0.7142857142857143,I'd like to listen to Peggy Lee,i like listening peggy,PlayMusic
547.wav,0.5555555555555556,I'd like to listen to Dayme y El High,i like to listen to them i,PlayMusic
548.wav,1.0,I'd like to listen to Mike Palace,lenny bruce and boom my balance,PlayMusic
549.wav,0.6666666666666666,I'd like to listen to Afterklaps,i like to listen to all their labs,PlayMusic
55.wav,0.5,"I'd like to listen to Timmy Trumpet, Savage",i like to listen to me trumpet,PlayMusic
550.wav,0.7142857142857143,I'd like to listen to Harlem Yu,like to lose simple limb you,PlayMusic
551.wav,0.7142857142857143,I'd like to listen to Viktor Norén,i like to loosen dude noticing,PlayMusic
552.wav,0.5714285714285714,I'd like to listen to Sokrat ST,i like to listen do secrets estee,PlayMusic
553.wav,0.75,I'd like to listen to El Mayor Clasico,like to listen to other males gloves you go,PlayMusic
554.wav,0.7142857142857143,I'd like to listen to Nicolas Haelg,i like to lose doing unequal those,PlayMusic
555.wav,0.8571428571428571,I'd like to listen to Lisandro Cuxi,hey to do then broke she,PlayMusic
556.wav,0.8571428571428571,I'd like to listen to Can Güngör,right like pollution began wouldn't good,PlayMusic
557.wav,0.2857142857142857,I'd like to listen to Hayley Warner,like to listen to the warner,PlayMusic
558.wav,0.8333333333333334,I'd like to listen to Wanakin,like no one again,PlayMusic
559.wav,0.7777777777777778,I'd like to listen to System Of A Down,i like this is number down,PlayMusic
56.wav,0.5,I'd like to listen to Chiara Dello Iacovo,i like to listen to n._p._r. delo global,PlayMusic
560.wav,0.8571428571428571,I'd like to listen to Jenny Berggren,policemen jenny program,PlayMusic
561.wav,0.2857142857142857,I'd like to listen to Chris Cronauer,i'd like to listen to chris on our,PlayMusic
562.wav,0.5714285714285714,I'd like to listen to Jan Malmsjö,i like to listen to him all no,PlayMusic
563.wav,0.42857142857142855,I'd like to listen to Danko Jones,or like to listen to danker john,PlayMusic
564.wav,0.5714285714285714,I'd like to listen to Frida Brygmann,i'd like to us no freedom berkman,PlayMusic
565.wav,0.42857142857142855,I'd like to listen to Martin Masarov,i like to listen to martin mass around,PlayMusic
566.wav,0.42857142857142855,I'd like to listen to El Reja,i like to listen to oh rochester,PlayMusic
567.wav,1.0,I'd like to listen to The Brick Simphony,<unk> funny,PlayMusic
568.wav,0.42857142857142855,I'd like to listen to Leon Bridges,i'd like to listen to the on beaches,PlayMusic
569.wav,1.0,I'd like to listen to Louis Armstrong,<unk> strong,PlayMusic
57.wav,0.5,I'd like to listen to Nocando,i like to listen to know condo,PlayMusic
570.wav,1.0,I'd like to listen to Kitok,do good joke,PlayMusic
571.wav,0.7142857142857143,I'd like to listen to Jordan Chan,to loosen jordan jan,PlayMusic
572.wav,1.0,I'd like to listen to Lara Liang,in lives <unk>,PlayMusic
573.wav,0.8333333333333334,I'd like to listen to Shehyee,like <unk>,PlayMusic
574.wav,0.8571428571428571,I'd like to listen to Per Asplin,i do i do listen to lean,PlayMusic
575.wav,0.8571428571428571,I'd like to listen to Gabrielle Aplin,listen do <unk>,PlayMusic
576.wav,0.8571428571428571,I'd like to listen to Cyndi Lauper,[noise] hey lady listen do indeed,PlayMusic
577.wav,1.0,I'd like to listen to Sound Of Legend,<unk>,PlayMusic
578.wav,1.0,I'd like to listen to Kenny Man,mhm,PlayMusic
579.wav,1.0,I'd like to listen to Dengaz,guy,PlayMusic
58.wav,0.8571428571428571,I'd like to listen to Manu Crook$,listen manage crips,PlayMusic
580.wav,1.0,I'd like to listen to The Oh Hellos,i dunno know er,PlayMusic
581.wav,1.0,I'd like to listen to Hidra,<unk>,PlayMusic
582.wav,0.8571428571428571,I'd like to listen to NCT U,[noise] i like to look and see you,PlayMusic
583.wav,1.0,I'd like to listen to David K.,i live the can't,PlayMusic
584.wav,1.0,I'd like to listen to Miinou,i know,PlayMusic
585.wav,0.5,I'd like to listen to Lazee,i like to listen not be,PlayMusic
586.wav,0.5714285714285714,I'd like to listen to Tutto Duran,i like to listen to judge which direction,PlayMusic
587.wav,0.6666666666666666,I'd like to listen to WOS,i like to listen to w. o. s.,PlayMusic
588.wav,0.16666666666666666,I'd like to listen to Perttu,i'd like to listen to too,PlayMusic
589.wav,0.42857142857142855,I'd like to listen to Luis Jara,i like to listen to ruin,PlayMusic
59.wav,0.42857142857142855,I'd like to listen to Anfa Rose,like to listen and so rose,PlayMusic
590.wav,0.42857142857142855,I'd like to listen to Donny Hathaway,[noise] i'd like to listen to donny half away,PlayMusic
591.wav,0.14285714285714285,I'd like to listen to Angelo King,i'd like to listen to angelo kings,PlayMusic
592.wav,0.3333333333333333,I'd like to listen to Babel-Ish,i'd like to listen to battle wish,PlayMusic
593.wav,0.0,I'd like to listen to Nina Sky,i'd like to listen to nina sky,PlayMusic
594.wav,0.2857142857142857,I'd like to listen to Riva Starr,i'd like to listen to reverse star,PlayMusic
595.wav,0.16666666666666666,I'd like to listen to Pamela,i like to listen to pamela,PlayMusic
596.wav,0.3333333333333333,I'd like to listen to Mudimbi,i like to listen to monday,PlayMusic
597.wav,0.6666666666666666,I'd like to listen to Enginarter,like i listen to engine order,PlayMusic
598.wav,0.3333333333333333,I'd like to listen to Kob The X Factor,i like to listen to called the ex factor,PlayMusic
599.wav,0.375,I'd like to listen to John & Michel,i like to listen to john i'm michael,PlayMusic
6.wav,0.75,I'd like to listen to Ben El Tavori,i like to listen to ban ellen how are you,PlayMusic
60.wav,0.16666666666666666,I'd like to listen to Marango,i'd like to listen to miranda,PlayMusic
600.wav,0.5,I'd like to listen to Tomas Andersson Wij,i like to listen to thomas anderson with,PlayMusic
601.wav,0.5714285714285714,I'd like to listen to Blixa Bargeld,i like to listen to books in out,PlayMusic
602.wav,0.5,I'd like to listen to Sizarr,i like to listen juices or,PlayMusic
603.wav,0.5,I'd like to listen to Dagobert,i like to listen to dogs over,PlayMusic
604.wav,0.5,I'd like to listen to Elams,i like to listen to you um,PlayMusic
605.wav,0.6666666666666666,I'd like to listen to Mansionair,i like to listen to make an hour,PlayMusic
606.wav,0.5,I'd like to listen to XPOSE,like to listen to actually a,PlayMusic
607.wav,0.42857142857142855,I'd like to listen to Paulie Garand,i like to listen to polygraph,PlayMusic
608.wav,0.3333333333333333,I'd like to listen to Momi,[noise] i'd like to listen to mommy,PlayMusic
609.wav,0.2857142857142857,I'd like to listen to Elly Ekko,i'd like to listen to every echo,PlayMusic
61.wav,1.0,I'd like to listen to JOHS,[noise] and like commission of jobs,PlayMusic
610.wav,1.0,I'd like to listen to Scooby072,[noise] i like to listen to skip easier seventy two,PlayMusic
611.wav,0.42857142857142855,I'd like to listen to Ersan Er,i'd like to listen to or some e._r.,PlayMusic
612.wav,0.3333333333333333,I'd like to listen to Märkä-Simo,i'd like to listen to my hero,PlayMusic
613.wav,0.42857142857142855,I'd like to listen to Elliott Yamin,i like to listen to l._a. yummy,PlayMusic
614.wav,0.375,I'd like to listen to Ñejo & Dalmata,i'd like to listen to a hotel monica,PlayMusic
615.wav,0.16666666666666666,I'd like to listen to Juulia,i'd like to listen to julia,PlayMusic
616.wav,0.16666666666666666,I'd like to listen to Samo,i'd like to listen to <unk>,PlayMusic
617.wav,0.5714285714285714,I'd like to listen to Noriyuki Makihara,i'd like to <unk>,PlayMusic
618.wav,0.5,I'd like to listen to Pipa Para Tabaco,i like to listen to pizza parlors tobacco,PlayMusic
619.wav,0.2857142857142857,I'd like to listen to David Rush,[noise] i'd like to listen i david rush,PlayMusic
62.wav,0.8571428571428571,I'd like to listen to Mariana Nolasco,and like tuition marianna last though,PlayMusic
620.wav,0.42857142857142855,I'd like to listen to Liam Ferrari,i'd like to <unk> ferrari,PlayMusic
621.wav,0.125,I'd like to listen to Little Glee Monster,i'd like to listen to little monster,PlayMusic
622.wav,0.2857142857142857,I'd like to listen to Plan B,[noise] i'd like to listen to plan b.,PlayMusic
623.wav,0.8571428571428571,I'd like to listen to David Carreira,and like tuition david carry era,PlayMusic
624.wav,0.8571428571428571,I'd like to listen to Twopee Southside,and like <unk> outside,PlayMusic
625.wav,0.8333333333333334,I'd like to listen to Maxe,like no maxie,PlayMusic
626.wav,0.5,I'd like to listen to Mikko,i like to listen to me go,PlayMusic
627.wav,0.5714285714285714,I'd like to listen to Madalen Duke,i like to listen do madeleine do,PlayMusic
628.wav,1.0,I'd like to listen to AGNEZ MO,<unk>,PlayMusic
629.wav,0.5714285714285714,I'd like to listen to La Reserva,i like to listen to <unk> there huh,PlayMusic
63.wav,0.14285714285714285,I'd like to listen to Charlotte Lawrence,i'd like to listen to shine lawrence,PlayMusic
630.wav,0.2857142857142857,I'd like to listen to Too $hort,i like to listen to too short,PlayMusic
631.wav,0.7142857142857143,I'd like to listen to Clarice Falcão,like to us nuclear taco,PlayMusic
632.wav,0.42857142857142855,I'd like to listen to Joyce Cheng,i like to listen to enjoy trying,PlayMusic
633.wav,0.42857142857142855,I'd like to listen to BAD HABITS,like to lessons or bad habits,PlayMusic
634.wav,1.0,I'd like to listen to Bartofso,i like to listen your bar so far so,PlayMusic
635.wav,0.2857142857142857,I'd like to listen to St. South,i'd like listen to saint south,PlayMusic
636.wav,0.2857142857142857,I'd like to listen to Ellie Drennan,i'd like to listen to l._a. trenton,PlayMusic
637.wav,0.2857142857142857,I'd like to listen to The Panas,i'd like to listen to the pan us,PlayMusic
638.wav,0.7142857142857143,I'd like to listen to Jd Pantoja,i'd like to listen to j. d. can tell huh,PlayMusic
639.wav,0.0,I'd like to listen to Young Money,i'd like to listen to young money,PlayMusic
64.wav,0.8571428571428571,I'd like to listen to Jai Wolf,and like traditional job well,PlayMusic
640.wav,0.14285714285714285,I'd like to listen to Shirin David,i'd like to listen to sharing david,PlayMusic
641.wav,0.2857142857142857,I'd like to listen to Ado Kojo,i'd like to listen to adult though,PlayMusic
642.wav,0.5714285714285714,I'd like to listen to Marc Tatchapon,i like to listen to mark catch upon,PlayMusic
643.wav,0.3333333333333333,I'd like to listen to Snollebollekes,i'd like to listen to snowball bikes,PlayMusic
644.wav,0.3333333333333333,I'd like to listen to TroyBoi,i like to listen to toy,PlayMusic
645.wav,0.5,I'd like to listen to Mild,i like to listen to my own,PlayMusic
646.wav,0.16666666666666666,I'd like to listen to Mario,i like to listen to mario,PlayMusic
647.wav,0.8571428571428571,I'd like to listen to Dillon Cooper,i like telling magellan grouper,PlayMusic
648.wav,0.5,I'd like to listen to Byklubben,i like to listen to be open,PlayMusic
649.wav,1.0,I'd like to listen to Remoe,i was never a meal,PlayMusic
65.wav,0.8571428571428571,I'd like to listen to Luqman Faiz,like <unk> my face,PlayMusic
650.wav,0.6666666666666666,I'd like to listen to costee,like to call you,PlayMusic
651.wav,0.42857142857142855,I'd like to listen to Ale Zurita,i like to listen to <unk>,PlayMusic
652.wav,0.42857142857142855,I'd like to listen to Renzo Luca,i like to listen to them or,PlayMusic
653.wav,0.5,I'd like to listen to FMK,i like to listen to m. k.,PlayMusic
654.wav,0.7142857142857143,I'd like to listen to Café Quijano,hi place to listen to cast a piano,PlayMusic
655.wav,0.5,I'd like to listen to Kevcody,i like to listen to cast cody,PlayMusic
656.wav,0.5,I'd like to listen to ODZ,i like to listen to oh d._c.,PlayMusic
657.wav,0.8333333333333334,I'd like to listen to Kelela,i try to listen to kill a lot,PlayMusic
658.wav,0.14285714285714285,I'd like to listen to Danny Brown,i like to listen to danny brown,PlayMusic
659.wav,0.8333333333333334,I'd like to listen to K.A.R.D,i like to listen to k. a. r. d.,PlayMusic
66.wav,0.7142857142857143,I'd like to listen to Eric Nam,[noise] i'd like to <unk> now,PlayMusic
660.wav,0.2857142857142857,I'd like to listen to Ronald Cheng,i like to listen to ronald chain,PlayMusic
661.wav,0.5714285714285714,I'd like to listen to Lo Blanquito,i like to listen to low blank quito,PlayMusic
662.wav,0.6666666666666666,I'd like to listen to Majka,i think to listen to match huh,PlayMusic
663.wav,0.2857142857142857,I'd like to listen to Bianca Ryan,i'd like to listen to our brian,PlayMusic
664.wav,0.5,I'd like to listen to Drangsal,[noise] i'd like to listen to drag all,PlayMusic
665.wav,0.16666666666666666,I'd like to listen to Flower,[noise] i'd like to listen to flower,PlayMusic
666.wav,0.14285714285714285,I'd like to listen to Aled Jones,i'd like to listen to and jones,PlayMusic
667.wav,0.0,I'd like to listen to MOUNT,i'd like to listen to mount,PlayMusic
668.wav,0.14285714285714285,I'd like to listen to Patrick Dorgan,i'd like to listen to patrick oregon,PlayMusic
669.wav,0.6666666666666666,I'd like to listen to SYML,i'd like to listen to that's why i know,PlayMusic
67.wav,0.2857142857142857,I'd like to listen to at Wendys,i'd like to listen to and windy,PlayMusic
670.wav,0.3333333333333333,I'd like to listen to Mansesteri,i'd like to listen to manage history,PlayMusic
671.wav,0.0,I'd like to listen to Five Finger Death Punch,i'd like to listen to five finger death punch,PlayMusic
672.wav,0.2857142857142857,I'd like to listen to Raquel Sofia,i'd like to listen to <unk> yeah,PlayMusic
673.wav,0.2857142857142857,I'd like to listen to Cesar Sampson,i like to listen to either sampson,PlayMusic
674.wav,0.5,I'd like to listen to Banda do Mar,like to listen to bonded tomorrow,PlayMusic
675.wav,0.875,I'd like to listen to Maria Jose Quintanilla,i like us memory droves crunch era,PlayMusic
676.wav,0.875,I'd like to listen to Kinderen Voor Kinderen,like to listening drop a bomb in june,PlayMusic
677.wav,0.3333333333333333,I'd like to listen to Sirius,i like to listen to syria,PlayMusic
678.wav,0.6666666666666666,I'd like to listen to miwa,i like to listen to him you are,PlayMusic
679.wav,0.42857142857142855,I'd like to listen to Caroline Castell,i like to listen to curling yeah,PlayMusic
68.wav,0.5,I'd like to listen to KAYTRANADA,i'd like to listen to cage run out,PlayMusic
680.wav,0.6666666666666666,I'd like to listen to So11,like to listen to so i haven't,PlayMusic
681.wav,0.375,I'd like to listen to Tappara Fan Club,i like to listen to tap our fan club,PlayMusic
682.wav,0.2857142857142857,I'd like to listen to Max Jenmana,i like to listen to max german,PlayMusic
683.wav,0.2857142857142857,I'd like to listen to Nils Bech,i'd like to listen to news back,PlayMusic
684.wav,0.7142857142857143,I'd like to listen to Hotelli Vantaa,like to listen to the hotel events adventure,PlayMusic
685.wav,0.0,I'd like to listen to Kyle,i'd like to listen to kyle,PlayMusic
686.wav,0.42857142857142855,I'd like to listen to Preta Gil,i'd like to try to kill,PlayMusic
687.wav,0.5714285714285714,I'd like to listen to Philip Emilio,i'd like to listen to up in the area,PlayMusic
688.wav,0.3333333333333333,I'd like to listen to Jare,i like to listen to jail,PlayMusic
689.wav,0.42857142857142855,I'd like to listen to Alexandra Babitzin,like to listen new alexandra adventure,PlayMusic
69.wav,0.2857142857142857,I'd like to listen to Salif Keita,i'd like to listen to sleep akita,PlayMusic
690.wav,0.42857142857142855,I'd like to listen to Kristian Kostov,like to listen to christian costco,PlayMusic
691.wav,0.2857142857142857,I'd like to listen to Hu Xia,i'd like to listen to news yeah,PlayMusic
692.wav,0.42857142857142855,I'd like to listen to Rafa Pabön,i'd like to listen to rush out on,PlayMusic
693.wav,0.7142857142857143,I'd like to listen to Pidde P,to listen the city,PlayMusic
694.wav,0.5,I'd like to listen to Landslagsbarnen,i like to listen to landslide barton,PlayMusic
695.wav,0.8333333333333334,I'd like to listen to Hariel,listen to hear you,PlayMusic
696.wav,0.5,I'd like to listen to Calogero,i like to listen to college yeah,PlayMusic
697.wav,0.7142857142857143,I'd like to listen to Çağatay Ulusoy,like to a little boy,PlayMusic
698.wav,0.3333333333333333,I'd like to listen to A*Class,i like to listen to five,PlayMusic
699.wav,0.5714285714285714,I'd like to listen to Enzo Avitabile,i like to listen to end so <unk>,PlayMusic
70.wav,0.2857142857142857,I'd like to listen to Jasmine Lefrancois,i'd like to listen to jasmine french wow,PlayMusic
700.wav,0.16666666666666666,I'd like to listen to Dastic,i'd like to listen to doctor,PlayMusic
701.wav,0.5,I'd like to listen to Motez,i like to listen to most as,PlayMusic
702.wav,0.2857142857142857,I'd like to listen to Yoga Lin,i like to listen to yoga lame,PlayMusic
703.wav,0.16666666666666666,I'd like to listen to Salamandra,i'd like to listen to salamander,PlayMusic
704.wav,0.16666666666666666,I'd like to listen to Fakkboiz,i'd like to listen to exactly,PlayMusic
705.wav,0.16666666666666666,I'd like to listen to Kuselofte,i'd like to listen to <unk>,PlayMusic
706.wav,0.3333333333333333,I'd like to listen to JoJo,i'd like to listen to joe joe,PlayMusic
707.wav,0.16666666666666666,I'd like to listen to Ciara,i'd like to listen to n._p._r.,PlayMusic
708.wav,0.3333333333333333,I'd like to listen to mansionz,like to listen to mansions,PlayMusic
709.wav,0.42857142857142855,I'd like to listen to Tito Fernández,i like to listen to fernandez,PlayMusic
71.wav,0.0,I'd like to listen to Alex,i'd like to listen to alex,PlayMusic
710.wav,0.3333333333333333,I'd like to listen to Yeezy,i like to listen to easy,PlayMusic
711.wav,0.875,I'd like to listen to Lilas ir Innomine,and bright to listen to like fresh air i mean,PlayMusic
712.wav,1.0,I'd like to listen to Tankurt Manas,time minus,PlayMusic
713.wav,1.0,I'd like to listen to Julia Wu,julio,PlayMusic
714.wav,1.0,I'd like to listen to K$upreme,education cream,PlayMusic
715.wav,1.0,I'd like to listen to Joyba,choice,PlayMusic
716.wav,1.0,I'd like to listen to Jhay Cortez,a court case,PlayMusic
717.wav,1.0,I'd like to listen to Juhn Allstar,john <unk> star,PlayMusic
718.wav,1.0,I'd like to listen to Lionel Richie,already,PlayMusic
719.wav,0.875,I'd like to listen to Antony & Cleopatra,and canadian cleopatra,PlayMusic
72.wav,0.0,I'd like to listen to Jonathan Roy,i'd like to listen to jonathan roy,PlayMusic
720.wav,0.8571428571428571,I'd like to listen to Dj Kevin,d._j. kevin,PlayMusic
721.wav,0.8333333333333334,I'd like to listen to meyou.,nice to meet you,PlayMusic
722.wav,0.25,I'd like to listen to Charlie Brown Jr.,i like to listen to charlie brown junior,PlayMusic
723.wav,0.42857142857142855,I'd like to listen to Gavin DeGraw,i'd like to listen to going to grow,PlayMusic
724.wav,0.5,I'd like to listen to Mugisho,and like to listen to movie show,PlayMusic
725.wav,0.5714285714285714,I'd like to listen to Sven-Bertil Taube,i like to listen to denver tell <unk>,PlayMusic
726.wav,0.42857142857142855,I'd like to listen to Fattah Amin,i'd like to listen to talk on in,PlayMusic
727.wav,0.16666666666666666,I'd like to listen to Brings,i like to listen to brings,PlayMusic
728.wav,0.125,I'd like to listen to One Avenue Band,i'd like to listen to one afternoon band,PlayMusic
729.wav,0.7142857142857143,I'd like to listen to Peven Everett,[noise] i like to listen to have an average,PlayMusic
73.wav,0.14285714285714285,I'd like to listen to The Rembrandts,i'd like to listen to the <unk>,PlayMusic
730.wav,0.16666666666666666,I'd like to listen to God,i like to listen to god,PlayMusic
731.wav,0.0,I'd like to listen to Robin,i'd like to listen to robin,PlayMusic
732.wav,0.6666666666666666,I'd like to listen to Amine,i like to your mind,PlayMusic
733.wav,0.7142857142857143,I'd like to listen to Burna Boy,like life lessons to burn a boy,PlayMusic
734.wav,0.3333333333333333,I'd like to listen to Fyfe,i like to listen to fight,PlayMusic
735.wav,0.375,I'd like to listen to Birdy Nam Nam,i'd like to listen to <unk>,PlayMusic
736.wav,0.8571428571428571,I'd like to listen to Lord Flacko,and like terrorists in the slack off,PlayMusic
737.wav,0.14285714285714285,I'd like to listen to Silvana Imam,i'd like to listen to savannah imam,PlayMusic
738.wav,0.4444444444444444,I'd like to listen to MC L da Vinte,i'd like to listen to empty out seventy,PlayMusic
739.wav,0.5714285714285714,I'd like to listen to MC Gury,i'd like to lessen the m._c. agree,PlayMusic
74.wav,0.2857142857142857,I'd like to listen to Sharifah Aini,i'd like to listen to sharif any,PlayMusic
740.wav,0.2857142857142857,I'd like to listen to Samy Ceezy,i'd like to listen to sammy easy,PlayMusic
741.wav,0.5,I'd like to listen to LIZOT,and like to listen to live that,PlayMusic
742.wav,0.42857142857142855,I'd like to listen to Jason Anousheh,i like to listen to jason i'm marsha,PlayMusic
743.wav,0.25,I'd like to listen to Spark Master Tape,like to listen to spark master you,PlayMusic
744.wav,0.6666666666666666,I'd like to listen to Favorite,like to us in favor,PlayMusic
1067.wav,0.5555555555555556,I'd like to listen to Cali Y El Dandee,i like to listen to county all done,PlayMusic
1068.wav,0.7142857142857143,I'd like to listen to Michael Bublé,like the michael,PlayMusic
1069.wav,0.4444444444444444,I'd like to listen to Cookin' On 3 Burners,i like to listen to cooking on c._d. burner,PlayMusic
107.wav,0.3333333333333333,I'd like to listen to SBM,i like to listen to e._s._p._n.,PlayMusic
1070.wav,0.375,I'd like to listen to Sage The Gemini,like to listen to a gemini,PlayMusic
1071.wav,0.5714285714285714,I'd like to listen to Emily Warren,i like to listen to i'm only one,PlayMusic
1072.wav,0.42857142857142855,I'd like to listen to Maty Noyes,i like to listen to most annoying,PlayMusic
1073.wav,0.2857142857142857,I'd like to listen to SHY Martin,i like to listen to shine martin,PlayMusic
1074.wav,0.2222222222222222,I'd like to listen to The Greatest Showman Ensemble,i'd like to listen to the greatest show man ensemble,PlayMusic
1075.wav,0.0,I'd like to listen to Bruno Martini,i'd like to listen to bruno martini,PlayMusic
1076.wav,0.2857142857142857,I'd like to listen to Casper Magico,[noise] i'd like to listen to casper magical,PlayMusic
1077.wav,0.2857142857142857,I'd like to listen to Robin Thicke,[noise] i'd like to listen to robin sick,PlayMusic
1078.wav,0.3333333333333333,I'd like to listen to Normani,i'd like to listen to your money,PlayMusic
1079.wav,0.16666666666666666,I'd like to listen to watt,i'd like to listen to walk,PlayMusic
108.wav,0.3333333333333333,I'd like to listen to Kid,i like to listen a kid,PlayMusic
1080.wav,0.5,I'd like to listen to Zeeba,[noise] i'd like to listen to the ball,PlayMusic
1081.wav,0.3333333333333333,I'd like to listen to CADE,i like to listen to kinda,PlayMusic
1082.wav,0.14285714285714285,I'd like to listen to Nio Garcia,i'd like to listen to neil garcia,PlayMusic
1083.wav,0.6363636363636364,I'd like to listen to Banda Sinaloense MS de Sergio Lizárraga,i'd like to listen to ban anderson alone she's m._s. disarray <unk>,PlayMusic
1084.wav,1.0,I'd like to listen to Nick Jonas,jenna,PlayMusic
1085.wav,0.8571428571428571,I'd like to listen to R. City,plus our city,PlayMusic
1086.wav,0.7142857142857143,I'd like to listen to Harry Styles,listen to hairstyle,PlayMusic
1087.wav,1.0,I'd like to listen to Zacari,life wasn't the country,PlayMusic
1088.wav,0.2857142857142857,I'd like to listen to Famous Dex,i like to listen to famous deck,PlayMusic
1089.wav,0.42857142857142855,I'd like to listen to Maggie Lindemann,i like to listen to <unk>,PlayMusic
109.wav,0.5,I'd like to listen to E-Kids,i like to listen to eat kids,PlayMusic
745.wav,0.5714285714285714,I'd like to listen to Jorge Drexler,like listen to george <unk>,PlayMusic
746.wav,0.5,I'd like to listen to SAVEUS,i like to listen to save savior,PlayMusic
747.wav,1.0,I'd like to listen to AmsterdamSoundSystem,my name's dan sound system,PlayMusic
748.wav,0.5,I'd like to listen to Michael Patrick Kelly,like less michael patrick kelly,PlayMusic
749.wav,0.3333333333333333,I'd like to listen to Eneli,i like to listen to knowing,PlayMusic
75.wav,0.5714285714285714,I'd like to listen to 100 Kila,[noise] i'd like to listen to one hundred keeler,PlayMusic
750.wav,0.6666666666666666,I'd like to listen to Chinook,i like to us mentioned not,PlayMusic
751.wav,0.7142857142857143,I'd like to listen to Jonne Aaron,i like johnny aaron,PlayMusic
752.wav,0.8571428571428571,I'd like to listen to Salvador Seixas,like towards solving dorothy,PlayMusic
753.wav,0.42857142857142855,I'd like to listen to Jessi Uribe,like to listen to jesse right,PlayMusic
754.wav,0.3333333333333333,I'd like to listen to Mørland,i like to listen to marlon,PlayMusic
755.wav,0.42857142857142855,I'd like to listen to Debrah Scarlett,i like to listen to deborah scarlet,PlayMusic
756.wav,0.8333333333333334,I'd like to listen to Kuban,i like listening cuban,PlayMusic
757.wav,0.3333333333333333,I'd like to listen to Kali,i like to listen to college,PlayMusic
758.wav,0.7142857142857143,I'd like to listen to Valentín Elizalde,i'd like to us no valentine else or,PlayMusic
759.wav,1.0,I'd like to listen to Gemello,by telling mellow,PlayMusic
76.wav,0.16666666666666666,I'd like to listen to Beckie,i'd like to listen to becky,PlayMusic
760.wav,0.8571428571428571,I'd like to listen to High Contrast,[noise] i like the high country,PlayMusic
761.wav,0.3333333333333333,I'd like to listen to Blur,i like to listen to blow,PlayMusic
762.wav,0.2857142857142857,I'd like to listen to St. Lucia,i like to listen to st lucie,PlayMusic
763.wav,1.0,I'd like to listen to Yulien Oviedo,trying to listen to you lean over you know,PlayMusic
764.wav,0.8571428571428571,I'd like to listen to Magnus Carlsson,like tuition madness carlson,PlayMusic
765.wav,0.875,I'd like to listen to Glenmark Eriksson Strömstedt,and like traditional blend mark actions that,PlayMusic
766.wav,0.8571428571428571,I'd like to listen to C4 Pedro,right <unk> for pedro,PlayMusic
767.wav,0.5,I'd like to listen to Loud,i like to listen to him out,PlayMusic
768.wav,0.3333333333333333,I'd like to listen to Watermät,i'd like to listen to water my,PlayMusic
769.wav,0.3333333333333333,I'd like to listen to Xamã,i like to listen to 'em,PlayMusic
77.wav,0.3333333333333333,I'd like to listen to Sennek,i like to listen to snack,PlayMusic
770.wav,0.5,I'd like to listen to Mueka,like to listen in waco,PlayMusic
771.wav,0.5,I'd like to listen to Artigeardit,i'd like to to our luggage,PlayMusic
772.wav,0.3333333333333333,I'd like to listen to Joker,i like to listen to jokes,PlayMusic
773.wav,0.16666666666666666,I'd like to listen to Petra,i'd like to listen petra,PlayMusic
774.wav,0.5,I'd like to listen to AKSAN,i'd like to of my action,PlayMusic
775.wav,0.3333333333333333,I'd like to listen to Motive,i like to listen to motives,PlayMusic
776.wav,0.8333333333333334,I'd like to listen to Ruby,i like <unk>,PlayMusic
