,transcript,user_action,user_action_num
1210,make the laundry room lights read,SetLightColor,5
1211,make delayed that,IncreaseBrightness,2
1212,made delayed bunch title please,IncreaseBrightness,2
1213,i mean life goes into independently twenty vitamins,SetLightBrightness,4
1214,makes the light bulbs paint,SetLightColor,5
1215,<unk>,DecreaseBrightness,3
1216,so light green,SetLightColor,5
1217,like in the bathroom brighter,IncreaseBrightness,2
1218,can eat decrease the brightness in their kids bedroom,DecreaseBrightness,3
1219,late in the bedroom brighter,IncreaseBrightness,2
1220,make the like in the dining room read,SetLightColor,5
1221,me tonight independently to do,SetLightBrightness,4
1222,make the light turn red,SetLightColor,5
1223,delighting brave in here,IncreaseBrightness,2
1224,may lighting brighter in the living room,IncreaseBrightness,2
1225,makes the lady more intense in the bathroom,IncreaseBrightness,2
1226,the last two little brighter and the laundry room,IncreaseBrightness,2
1227,make the light blue,SetLightColor,5
1228,[noise] me the late blue,SetLightColor,5
1229,and you decrease the brightest lightbulb,DecreaseBrightness,3
1230,make the new,SetLightColor,5
1231,make the lights brighter,IncreaseBrightness,2
1232,make allies brighter in the studio,IncreaseBrightness,2
1233,make the lights brighter,IncreaseBrightness,2
1234,simmer please,DecreaseBrightness,3
1235,make the lives by,SetLightBrightness,4
1236,for life grow on,SwitchLightOn,1
1237,makes the light's green,SetLightColor,5
1238,make the light's green please,SetLightColor,5
1239,me to live in the bedroom less right,DecreaseBrightness,3
1240,can you decrease the intensity,DecreaseBrightness,3
1241,me in life in the <unk>,SetLightBrightness,4
1242,<unk>,SetLightBrightness,4
1243,major the lights in the house writer,IncreaseBrightness,2
1244,make the lights and the kids room ten,SetLightBrightness,4
1245,made life in the bedroom clean,SetLightColor,5
1246,make the life in the room lower,DecreaseBrightness,3
1247,maybe license to the uh to be at twelve,SetLightBrightness,4
1248,make the lights and the toilets brighter,IncreaseBrightness,2
1249,makes life less right,DecreaseBrightness,3
1250,can you <unk> lounge,DecreaseBrightness,3
1251,make the land class bright,DecreaseBrightness,3
1252,[noise] makes life more right,IncreaseBrightness,2
1253,make the whites more bright in the bedroom,IncreaseBrightness,2
1254,make the like not shine anymore,SwitchLightOff,0
1255,[noise] me the life speech,SetLightColor,5
1256,made the lights think,SetLightColor,5
1257,[noise] make the lights read,SetLightColor,5
1258,made delayed that,SetLightColor,5
1259,make the whites turn off,SwitchLightOff,0
1260,right or not reading them,SwitchLightOff,0
1261,and you increase the brightness lights in the bedroom,IncreaseBrightness,2
1262,make delayed done on,SwitchLightOn,1
1263,[noise] make their living room dimmer,DecreaseBrightness,3
1264,i mean they may be but,DecreaseBrightness,3
1265,make the lounge twenty two,SetLightBrightness,4
1266,make the meeting room late,SetLightBrightness,4
1267,the pantry five percent brightness,SetLightBrightness,4
1268,make the pantry lights to twelve,SetLightBrightness,4
1269,make the patio brighter,IncreaseBrightness,2
1270,[noise] make the room a bit darker,DecreaseBrightness,3
1271,make the room brighter,IncreaseBrightness,2
1272,i guess like fifty,SetLightBrightness,4
1273,can you increase the brightness,IncreaseBrightness,2
1274,make the studio lighting to be at the twelve setting,SetLightBrightness,4
1275,mean the studio life or,SwitchLightOff,0
1276,make the toilet green lights,SetLightColor,5
1277,twenties the frightening studying,SetLightBrightness,4
1278,me eugene life being leave,SetLightColor,5
1279,more like you,IncreaseBrightness,2
1280,more like,IncreaseBrightness,2
1281,the same thing in the dining room right,SetLightBrightness,4
1282,my bedroom needs to be darker,DecreaseBrightness,3
1283,no more like in the garden,SwitchLightOff,0
1284,that late mean never in the studio,IncreaseBrightness,2
1285,okay let's cut out lights in the pantry,SwitchLightOff,0
1286,okay google turn out like an entire flat,SwitchLightOff,0
1287,okay google turned on lights,SwitchLightOff,0
1288,once you intend to laundry room turn on the lights,SwitchLightOn,1
1289,turn on the light,SwitchLightOn,1
1290,the cellar lights in the position,SwitchLightOff,0
1291,cleaning the landing on level twenty two in the crucible,SetLightBrightness,4
1292,the light,SwitchLightOn,1
1293,just to keep my whole life so it's brighter,IncreaseBrightness,2
1294,please adjust the light brightness to go lower grades,DecreaseBrightness,3
1295,you light up the basement the bit more,IncreaseBrightness,2
1296,just the light to twelve,SetLightBrightness,4
1297,<unk> the room,IncreaseBrightness,2
1298,change and translate the blue,SetLightColor,5
1299,change the like to red neck,SetLightColor,5
1300,least change the brightness in the room,DecreaseBrightness,3
1301,change the bright enough level and parking area you're twenty,SetLightBrightness,4
1302,change the bright enough level in the back yard,SetLightBrightness,4
1303,gender got out in the lodge meeting whom do think,SetLightColor,5
1304,please can that got off the lights,SetLightColor,5
1305,he's changed the color to me,SetLightColor,5
1306,can you make it attacked brighter please,IncreaseBrightness,2
1307,we change too cold to read in the bathroom,SetLightColor,5
1308,place change to like color in the kitchen to blow,SetLightColor,5
1309,hussein's relating to twelve in the shed,SetLightBrightness,4
1310,you change the light's green,SetLightColor,5
1311,<unk> me getting these,SetLightColor,5
1312,<unk> right in the center,SetLightColor,5
1313,changed the like to read,SetLightColor,5
1314,please champs the like through twenty two in the house,SetLightBrightness,4
1315,he kinda leaning like sled,SetLightColor,5
1316,he's like,SwitchLightOff,0
1317,can you make it brighter inside,IncreaseBrightness,2
1318,decrease the brightness,DecreaseBrightness,3
1319,clean decrease the bride most,DecreaseBrightness,3
1320,please do lives,DecreaseBrightness,3
1321,please denver light,DecreaseBrightness,3
1322,we split the lights on,SwitchLightOn,1
1323,we get rid of the lives,SwitchLightOff,0
1324,get like oh,SwitchLightOff,0
1325,he's gone and increase the right now,IncreaseBrightness,2
1326,please have the waiting room be less bright,DecreaseBrightness,3
1327,leaves increase life,IncreaseBrightness,2
1328,can you make dinner in here,DecreaseBrightness,3
1329,increase the bright like,IncreaseBrightness,2
1330,increase the brightness the lights and the kids really,IncreaseBrightness,2
1331,please increased brightness lights in small media,IncreaseBrightness,2
1332,pleasing cleans up tightened up like,IncreaseBrightness,2
1333,increase the garage light,IncreaseBrightness,2
1334,please increase the losing,IncreaseBrightness,2
1335,increase the lights and the offer,IncreaseBrightness,2
1336,legal brightness for me,DecreaseBrightness,3
1337,lower the lights in the room,DecreaseBrightness,3
1338,lose lives,DecreaseBrightness,3
1339,can you make the bedroom life go up,IncreaseBrightness,2
1340,please major brighter,IncreaseBrightness,2
1341,eat me alive right,SetLightColor,5
1342,make the entire like blue,SetLightColor,5
1343,please make this lot room blame,SetLightColor,5
1344,please make to light do,SetLightColor,5
1345,make the light read,SetLightColor,5
1346,please make life brighter,IncreaseBrightness,2
1347,least make the light's green,SetLightColor,5
1348,please me delays screen in the dining room,SetLightColor,5
1349,make the late spring,SetLightColor,5
1350,then you make the brightest well,SetLightBrightness,4
1351,make the lines pain in my bedroom,SetLightColor,5
1352,please make them vestibule lighting to be at twelve,SetLightBrightness,4
1353,<unk> lights,SwitchLightOff,0
1354,incentive to fire,SetLightBrightness,4
1355,lounge vitamins going to berkeley,SetLightBrightness,4
1356,you say [laughter],SetLightBrightness,4
1357,right next to a restaurant,SetLightBrightness,4
1358,lisa polite brightness level basement two thirty nine,SetLightBrightness,4
1359,[noise] they delayed been studying,SetLightBrightness,4
1360,he set the office lights down,DecreaseBrightness,3
1361,can you make that light blue,SetLightColor,5
1362,the office to twenty two for the intensity,SetLightBrightness,4
1363,studio level to light intensity,SetLightBrightness,4
1364,we the toilet lighting to touching,SetLightBrightness,4
1365,<unk> like do too,SetLightBrightness,4
1366,please shut off the lighting,SwitchLightOff,0
1367,shut off the lights above the toilet,SwitchLightOff,0
1368,please shut all the lights,SwitchLightOff,0
1369,least our lives,SwitchLightOff,0
1370,which my land on now,SwitchLightOn,1
1371,switch on the lights facility,SwitchLightOn,1
1372,can you make their life like that,IncreaseBrightness,2
1373,please switch on my cubicle like,SwitchLightOn,1
1374,john low,SwitchLightOn,1
1375,i don't like to be like,SetLightColor,5
1376,mm interesting hang gliding,SetLightColor,5
1377,people should do that green light,SetLightColor,5
1378,please turn down the brightness,SwitchLightOff,0
1379,please turn down the line intensity,DecreaseBrightness,3
1380,please turn down the lights,DecreaseBrightness,3
1381,[noise] just turned down the line and the entrance area,DecreaseBrightness,3
1382,please turn down the lights in the pantry,DecreaseBrightness,3
1383,and get the bedroom right level independently,SetLightBrightness,4
1384,can you make the lights dimmer in the living room,DecreaseBrightness,3
1385,pleased in life read in large meeting room,SetLightColor,5
1386,please turn like up,IncreaseBrightness,2
1387,we turn my lights on,SwitchLightOn,1
1388,i don't know like,SwitchLightOff,0
1389,turn off all the like,SwitchLightOff,0
1390,please turn off the lights,SwitchLightOff,0
1391,turn off the lighting,SwitchLightOff,0
1392,please turn up the lighting,SwitchLightOff,0
1393,please turn off the lights in the bedroom,SwitchLightOff,0
1394,please turn off the lights in the bedroom,SwitchLightOff,0
1395,can you make the light's green in the basement,SetLightColor,5
1396,i don't know the light invested in,SwitchLightOff,0
1397,certain also like in this room,SwitchLightOff,0
1398,i don't know the light,SwitchLightOff,0
1399,he's done up the dilute slaves,SwitchLightOff,0
1400,easterner my parking right,SwitchLightOn,1
1401,please turn on the lake,SwitchLightOn,1
1402,turn on the lights and the insurance,SwitchLightOn,1
1403,going on monday tonight,SwitchLightOn,1
1404,turned down the brightness light just too bad,DecreaseBrightness,3
1405,leave during the is up,IncreaseBrightness,2
1406,can you make the light's green,SetLightColor,5
1407,please turn the light two thirty nine,SetLightBrightness,4
1408,he's done game school environment,SetLightBrightness,4
1409,during the kitchen lights on,SwitchLightOn,1
1410,you don't like,SwitchLightOn,1
1411,least turn the lights down,DecreaseBrightness,3
1412,peace turn the lights down in the waiting room,DecreaseBrightness,3
1413,please turn the lights down lower setting in the living room,DecreaseBrightness,3
1414,certainly lights,DecreaseBrightness,3
1415,please turn the lights off,SwitchLightOff,0
1416,please the laid off in the garden,SwitchLightOff,0
1417,can you make the lines and the green,SetLightColor,5
1418,leave the lifestyle in the world,SwitchLightOff,0
1419,turn the living room might as well,SetLightBrightness,4
1420,please turn the patio lives up for me,IncreaseBrightness,2
1421,please turn up like an apartment,IncreaseBrightness,2
1422,delighting in the toilet,IncreaseBrightness,2
1423,<unk> a bit more,IncreaseBrightness,2
1424,we turn up the lights,IncreaseBrightness,2
1425,he declared devices,DecreaseBrightness,3
1426,that the bright like old seventy three,SetLightBrightness,4
1427,power on the lamps,SwitchLightOn,1
1428,pay you made it out i like greens,SetLightColor,5
1429,oh we're on the land in the toilet,SwitchLightOn,1
1430,we're on the lights,SwitchLightOn,1
1431,own lives in the bedroom,SwitchLightOn,1
1432,power on the office last,SwitchLightOn,1
1433,power the cubicle lands to ten,SetLightBrightness,4
1434,last to percent,SetLightBrightness,4
1435,oh where they all the lights,SwitchLightOn,1
1436,some brightness two fifty,SetLightBrightness,4
1437,lives in hiring judge deeply,IncreaseBrightness,2
1438,late to move,SetLightColor,5
1439,he's bringing this rumor the best,IncreaseBrightness,2
1440,<unk>,SetLightBrightness,4
1441,well i can never play,SetLightBrightness,4
1442,who knows in michigan,SetLightBrightness,4
1443,the cellar lights to uh,SwitchLightOff,0
1444,put the kids bedroom lights on twelve,SetLightBrightness,4
1445,liking delivers gang,SetLightBrightness,4
1446,to life in the living room i level thirty nine,SetLightBrightness,4
1447,we're believe me when,SetLightBrightness,4
1448,put the lights off in the bedroom,SwitchLightOff,0
1449,put the lights on,SwitchLightOn,1
1450,<unk> right,SetLightColor,5
1451,the lights on,SwitchLightOn,1
1452,put the light to twelve percent in the bathroom,SetLightBrightness,4
1453,the last two in the back yard,SetLightBrightness,4
1454,wouldn't backing diagnosed at windy,SetLightBrightness,4
1455,quickly put on the lights in the dining room and i am very huh,SwitchLightOn,1
1456,raise the lights and the changing rooms,IncreaseBrightness,2
1457,raise the lights in the laundry room,IncreaseBrightness,2
1458,reduce based some brightness two percent,SetLightBrightness,4
1459,do brightness,DecreaseBrightness,3
1460,[noise] back into her,SetLightBrightness,4
1461,the studio like need to be increased,IncreaseBrightness,2
1462,the toilet like should be blue,SetLightColor,5
1463,and then they to ban battles,SetLightBrightness,4
1464,the toilets should have green lighting,SetLightColor,5
1465,there's too much light in here,DecreaseBrightness,3
1466,there's too much like in the bedroom,DecreaseBrightness,3
1467,health care up to like power,IncreaseBrightness,2
1468,down the brightest in the laundry room,DecreaseBrightness,3
1469,don't know life,SwitchLightOn,1
1470,no lights down please,DecreaseBrightness,3
1471,from back like uh,SwitchLightOff,0
1472,burn basement lights on you,SwitchLightOn,1
1473,don't basement late to bank,SetLightColor,5
1474,the cellar room to seventy three,SetLightBrightness,4
1475,bedroom lives uh,SwitchLightOff,0
1476,turn brightness down in bedroom,DecreaseBrightness,3
1477,turned down bedroom right,DecreaseBrightness,3
1478,tournaments and entire apartment,DecreaseBrightness,3
1479,turn down the basement lights,DecreaseBrightness,3
1480,turned down the brightness,DecreaseBrightness,3
1481,turned down the brightness for me,DecreaseBrightness,3
1482,down the brightest in room,DecreaseBrightness,3
1483,turn down the brightest sent the lighting,DecreaseBrightness,3
1484,and don't debate nice place,DecreaseBrightness,3
1485,can that the kids might to buy,SetLightBrightness,4
1486,turn down the light in the bedroom,DecreaseBrightness,3
1487,turned down the like the loop,DecreaseBrightness,3
1488,turn down the white intensity in the dining room,DecreaseBrightness,3
1489,turn down the line power all the way,SwitchLightOff,0
1490,turn down the light power in the pantry all the way,SwitchLightOff,0
1491,[laughter] <unk> kids bedroom,DecreaseBrightness,3
1492,turn down the lights,DecreaseBrightness,3
1493,turn down relates a bit,DecreaseBrightness,3
1494,can you please change my partner is route twenty two,SetLightBrightness,4
1495,reduce the brightness in my bedroom and i'm going to sleep,DecreaseBrightness,3
1496,reduce the national the bedroom plays,DecreaseBrightness,3
1497,and he was delighted brightness in their backyards dilemma then,SetLightBrightness,4
1498,select paying like color,SetLightColor,5
1499,that all labs level thirty nine in the studio,SetLightBrightness,4
1500,<unk> in the laundry room,SetLightBrightness,4
1501,indictment inventing complete berkman,SetLightBrightness,4
1502,brightness to twenty,SetLightBrightness,4
1503,said similar lives two fifty,SetLightBrightness,4
1504,right color blue,SetLightColor,5
1505,can you please changed brightness in allowance two thirty nine,SetLightBrightness,4
1506,satellites to green,SetLightColor,5
1507,that too level thirty nine,SetLightBrightness,4
1508,their dilemmas too,SetLightBrightness,4
1509,so too uh,SwitchLightOff,0
1510,like two twenty two percent in the basement,SetLightBrightness,4
1511,that all like two two in the parking room please,SetLightBrightness,4
1512,meaning but i living under twenty two,SetLightBrightness,4
1513,my <unk>,SetLightBrightness,4
1514,[laughter] life to to,SetLightBrightness,4
1515,the bathroom i do beyond position,SwitchLightOn,1
1516,can you please changed the color blue,SetLightColor,5
1517,the bachelor <unk>,SetLightBrightness,4
1518,some brightness in the bathroom i love football,SetLightBrightness,4
1519,died due to drinking too,SetLightBrightness,4
1520,the brightest in the kids' room to level twenty two,SetLightBrightness,4
1521,inundating them today,SetLightBrightness,4
1522,bird this little white twenty,SetLightBrightness,4
1523,brightness level to seventy three,SetLightBrightness,4
1524,department for life or,SetLightBrightness,4
1525,brightness of the light bulbs fifty,SetLightBrightness,4
1526,said that <unk> these,SetLightBrightness,4
1527,turn down the lights in here,DecreaseBrightness,3
1528,turned down the lights in the basement,DecreaseBrightness,3
1529,the meeting room to be pink you,SetLightColor,5
1530,turn down the lights in the bedroom,DecreaseBrightness,3
1531,turn down the line in the cellar,DecreaseBrightness,3
1532,turn down the line and the changing rooms,DecreaseBrightness,3
1533,turn down the lights in the kitchen,DecreaseBrightness,3
1534,down the line in the large you know,SwitchLightOff,0
1535,turn down the line in the toilet right,DecreaseBrightness,3
1536,lights in the waiting room,DecreaseBrightness,3
1537,turn down the line one notch,DecreaseBrightness,3
1538,you know in the late eighties,SwitchLightOff,0
1539,really,DecreaseBrightness,3
1540,you sit around the house lights,SwitchLightOff,0
1541,turn it on in toilet room,SwitchLightOn,1
1542,dan lighting,SetLightColor,5
1543,done lights in the laundry room brighter,IncreaseBrightness,2
1544,[noise] on my lap everywhere pretty,SwitchLightOn,1
1545,turn like on in the waiting room,SwitchLightOn,1
1546,turn lights on over the toilet,SwitchLightOn,1
1547,or like the green,SetLightColor,5
1548,turn living on like to read,SetLightColor,5
1549,don't meetings um myself,SwitchLightOff,0
1550,turned on my living room right,SwitchLightOn,1
1551,set the off at the entrance,SwitchLightOff,0
1552,turn off all the land,SwitchLightOff,0
1553,turned off lights,SwitchLightOff,0
1554,turn off my bedroom lives please,SwitchLightOff,0
1555,dunno starting wage [noise],SwitchLightOff,0
1556,[noise] down off the bottom line,SwitchLightOff,0
1557,and the <unk> like,SwitchLightOff,0
1558,turn off the light power,SwitchLightOff,0
1559,turn off the lighting,SwitchLightOff,0
1560,turned on lights,SwitchLightOff,0
1561,turned off right,SwitchLightOff,0
1562,when you stop the lighting,SwitchLightOff,0
1563,turn off the up for thirty pm,SwitchLightOff,0
1564,turn off the lights for me,SwitchLightOff,0
1565,i don't know nice meeting you,SwitchLightOff,0
1566,turn on the lights in five minutes,SwitchLightOff,0
1567,turn off the lights in the basement,SwitchLightOff,0
1568,like in the back,SwitchLightOff,0
1569,turn on the lights in the bedroom,SwitchLightOff,0
1570,turn off the lights in the bedroom,SwitchLightOff,0
1571,<unk> like,SwitchLightOff,0
1572,nineteen think think,SwitchLightOff,0
1573,switch on my apartment light,SwitchLightOn,1
1574,turn on the lights in the kitchen,SwitchLightOff,0
1575,turn off the lights in the living room,SwitchLightOff,0
1576,turn out the lights in the toilet,SwitchLightOff,0
1577,i don't know life initial,SwitchLightOff,0
1578,turn off the lights smell,SwitchLightOff,0
1579,no lights in the basement,SwitchLightOff,0
1580,turn off the light rail it,SwitchLightOff,0
1581,turtle language lights,SwitchLightOff,0
1582,i dunno i do lights,SwitchLightOff,0
1583,turn off the lights,SwitchLightOff,0
1584,just brightness in the loop [laughter],SetLightBrightness,4
1585,with the lights on for my entire house,SwitchLightOn,1
1586,turned on all the lights the entire house,SwitchLightOn,1
1587,turned on bedroom right,SwitchLightOn,1
1588,turned on garage graduate,SwitchLightOn,1
1589,turned on lights above the toilet,SwitchLightOn,1
1590,and i live in the backyard,SwitchLightOn,1
1591,turned on lights in the cellar,SwitchLightOn,1
1592,nice,SwitchLightOn,1
1593,my lights now,SwitchLightOn,1
1594,no my patio lights please,SwitchLightOn,1
1595,turned on red light,SetLightColor,5
1596,and usually the lives <unk>,SetLightColor,5
1597,turn on the bathroom lights,SwitchLightOn,1
1598,turn on the bedroom light,SwitchLightOn,1
1599,turn on the changing room lights,SwitchLightOn,1
1600,the <unk> likes,SwitchLightOn,1
1601,turn on the laundry room lady,SwitchLightOn,1
1602,turn on the lights,SwitchLightOn,1
1603,turn on the lights above the toilet,SwitchLightOn,1
1604,turn on the lights in the bathroom,SwitchLightOn,1
1605,on the lights in the bedroom,SwitchLightOn,1
1606,turn on the lights and the changing um,SwitchLightOn,1
1607,then you don't like,DecreaseBrightness,3
1608,lights in the insurance,SwitchLightOn,1
1609,turn on the lights and the kids though,SwitchLightOn,1
1610,turn on the lights in the laundry room,SwitchLightOn,1
1611,turn on the lights in the waiting room,SwitchLightOn,1
1612,[laughter] please,SwitchLightOn,1
1613,turn on the like,SwitchLightOn,1
1614,turn on the office lighting,SwitchLightOn,1
1615,turn on the lights,SwitchLightOn,1
1616,turned on the pantry like,SwitchLightOn,1
1617,i didn't room,SwitchLightOn,1
1618,can you turn off the cellar light,SwitchLightOff,0
1619,<unk>,SwitchLightOn,1
1620,turned out like,SwitchLightOff,0
1621,term parking like setting too uh,SwitchLightOff,0
1622,turns duty l._a._x. on,SwitchLightOn,1
1623,turn the back yard lights pink,SetLightColor,5
1624,nation alliances due to ten,SetLightBrightness,4
1625,toby's been lots down,DecreaseBrightness,3
1626,the bedroom like a,SwitchLightOff,0
1627,in the bedroom like seventy three,SetLightBrightness,4
1628,turn the bedroom lights on,SwitchLightOn,1
1629,yeah you like it,SwitchLightOff,0
1630,bedroom two twenty,SetLightBrightness,4
1631,and debate though,DecreaseBrightness,3
1632,turn them brightness down in the living room,DecreaseBrightness,3
1633,turn the grind years down the toilet round,DecreaseBrightness,3
1634,turn the brightness in the flat to to,SetLightBrightness,4
1635,during the brightness local twelve,SetLightBrightness,4
1636,turn the break the thirty nine percent,SetLightBrightness,4
1637,to the brightness up in the basement,IncreaseBrightness,2
1638,during the boom right down,DecreaseBrightness,3
1639,during the bulls on brighter everywhere,IncreaseBrightness,2
1640,mhm,SwitchLightOff,0
1641,the our like twelve percent,SetLightBrightness,4
1642,during the summer like eighty percent,SetLightBrightness,4
1643,which is,SwitchLightOff,0
1644,turn the changing room lights to ten percent,SetLightBrightness,4
1645,[noise] during the cubicle that level ten,SetLightBrightness,4
1646,turn the insurance lights um,SwitchLightOn,1
1647,from the insurance lights on,SwitchLightOn,1
1648,[laughter] right right throw,SetLightBrightness,4
1649,[noise] doing the classroom or,SwitchLightOff,0
1650,kindergarten nights up a notch,IncreaseBrightness,2
1651,yeah no i don't do,SwitchLightOff,0
1652,the kids bedroom might read,SetLightColor,5
1653,turn to july greed,SetLightColor,5
1654,doing the kitchen nights on though,IncreaseBrightness,2
1655,turn the large meeting room green,SetLightColor,5
1656,don't don't diesel nights drinking too,SetLightBrightness,4
1657,don't like going to be eleven thirty nine,SetLightBrightness,4
1658,delayed on,SwitchLightOn,1
1659,turn the light on in the bedroom,SwitchLightOn,1
