WAV_FILE,WER,GroundTruth_Sentence,ASR_Sentence,Intent
304.wav,1.0,Help me make the entire appartment red,hey mimi then dyed apartment right,SetLightColor
305.wav,0.14285714285714285,Help me make the entire house pink,help me make the entire house,SetLightColor
306.wav,0.6666666666666666,Help me make the light brighter,me me the right burger,IncreaseBrightness
307.wav,0.0,Help me make the light green.,help me make the light green,SetLightColor
308.wav,0.5,Help me make the light red,oh me makes the light read,SetLightColor
309.wav,0.0,Help me put on the lights,help me put on the lights,SwitchLightOn
31.wav,0.3,Are you able to change the lights to turn green?,are you able to change the light turns green,SetLightColor
310.wav,1.0,Help me set the brighness to twelve,<unk>,SetLightBrightness
311.wav,0.625,Help me set the entrance light to two,help me and translate to,SetLightBrightness
312.wav,0.7142857142857143,Help me set the lights to fifty.,how does the lifestyle fifty,SetLightBrightness
313.wav,0.8571428571428571,Help me set the lights to twenty,we <unk> twenty,SetLightBrightness
314.wav,0.8571428571428571,Help me turn on the light please,hi dawn on me,SwitchLightOn
315.wav,0.8333333333333334,Help me turn the light on,he'll meat done delayed on,SwitchLightOn
316.wav,0.42857142857142855,"Hey google, Cut lights in the kitchen",<unk> lights in the kitchen,SwitchLightOff
317.wav,0.5555555555555556,"Hey, let's get the light brightness lower in here.",hey russ get the line right this lower in here,DecreaseBrightness
318.wav,0.18181818181818182,I don't prefer the living room lights to be on anymore,i don't prefer the living room might be on anymore,SwitchLightOff
319.wav,0.125,I don't want it to be so bright,i don't want it to be so great,DecreaseBrightness
32.wav,0.14285714285714285,"Assistant, I need my cubicle lights on.",assistant i need my cubicle lights on,SwitchLightOn
320.wav,0.125,I don't want it to be this bright,i don't want it to be this bryant,DecreaseBrightness
321.wav,0.4444444444444444,I don't want the backyard lights to be on.,i don't want backyard lights beyond,SwitchLightOff
322.wav,0.0,I don't want the bedroom to be so bright,i don't want the bedroom to be so bright,DecreaseBrightness
323.wav,0.2857142857142857,I don't want the lights on anymore,i don't want the lights on any more,SwitchLightOff
324.wav,0.5,I don't want the lights on in the cella anymore,i don't want live on anymore,SwitchLightOff
325.wav,0.0,I don't want the lights on.,i don't want the lights on,SwitchLightOff
326.wav,0.18181818181818182,I don't want the lights to shine in the living room,i don't want that likes to shine in the living room,SwitchLightOff
327.wav,0.08333333333333333,I don't want there to be any light on in the office,i don't want there to be any late on in the office,SwitchLightOff
328.wav,0.3333333333333333,I don't want there to be lights on anymore,i don't want there to be like on any more,SwitchLightOff
329.wav,1.0,I need a brightness setting of twelve in the pantry.,hi nina basements acting oh great independently,SetLightBrightness
33.wav,0.2,"Assistant, turn my lights on.",didn't turn my lights on,SwitchLightOn
330.wav,1.0,I need brighter lighting in the bedroom.,runner lining their bedrooms,IncreaseBrightness
331.wav,0.5555555555555556,I need it to be brighter in the cubicle,needed to be brighter cubicle,IncreaseBrightness
332.wav,1.0,I need lighting,writing,SwitchLightOn
333.wav,0.3333333333333333,I need lighting in the kitchen,i need a lady in the kitchen,SwitchLightOn
334.wav,0.2857142857142857,I need lights on over the toilets,i mean like on over the toilets,SwitchLightOn
335.wav,0.5,I need more light,need more like,IncreaseBrightness
336.wav,0.4,I need more light here,i need my life here,IncreaseBrightness
337.wav,0.0,I need my bedroom brighter now,i need my bedroom brighter now,IncreaseBrightness
338.wav,0.3333333333333333,I need my bedroom lights lower.,need my bedroom much lower,DecreaseBrightness
339.wav,0.375,I need my pantry set at ten brighntess,i mean my pantry shed at ten brightness,SetLightBrightness
34.wav,0.6666666666666666,Augment the brightness of the lights,rent the rightness or lights,IncreaseBrightness
340.wav,0.42857142857142855,I need pink lighting in the office.,i need being play being in the office,SetLightColor
341.wav,0.6,I need some light please,some like please,SwitchLightOn
342.wav,0.125,I need some light please in the kitchen,i need some like please in the kitchen,SwitchLightOn
343.wav,0.25,I need some lights,i need some life,SwitchLightOn
344.wav,0.0,I need some lights in the kitchen,i need some lights in the kitchen,SwitchLightOn
345.wav,0.42857142857142855,I need some more light in here.,i mean some more lives here,IncreaseBrightness
346.wav,0.5714285714285714,I need the cella light turned off.,i need to like turned down,SwitchLightOff
347.wav,0.0,I need the light,i need the light,SwitchLightOn
348.wav,0.2857142857142857,I need the light in the kitchen,the light in the kitchen,SwitchLightOn
349.wav,0.42857142857142855,I need the light to be brighter,the right to be brighter,IncreaseBrightness
35.wav,0.42857142857142855,Augment the brightness of the waiting room,oh man brightness the waiting room,IncreaseBrightness
350.wav,0.5714285714285714,I need the light to be increased,needs to be increased,IncreaseBrightness
351.wav,0.25,I need the lighting cranked up a little.,i mean the lying cranked up a little,IncreaseBrightness
352.wav,0.7692307692307693,I need the lights in my kids bedroom to be set at twenty.,need that lives in like the be,SetLightBrightness
353.wav,0.45454545454545453,I need the lights in the kids room to be pink,i mean the lights in the game room do you think,SetLightColor
354.wav,0.6,I need the lights near the toilets to be brighter,i need to me near the guy next to be but i,IncreaseBrightness
355.wav,0.1111111111111111,I need the lights off in the changing room,i need the lights off in the changing rooms,SwitchLightOff
356.wav,0.125,I need the lights off in the entrance,i need the laid off in the entrance,SwitchLightOff
357.wav,0.25,I need the lights to be blue now.,i mean the life to be blue now,SetLightColor
358.wav,0.42857142857142855,I need the lights to be blue.,i need to like be blue,SetLightColor
359.wav,0.5714285714285714,I need the lights to be brighter,needs to be brighter,IncreaseBrightness
36.wav,0.5555555555555556,Be sure that all of the lighting is off,show that all the level of lighting is off,SwitchLightOff
360.wav,0.5714285714285714,I need the lights to be dimmed.,i mean delighted to be damned,DecreaseBrightness
361.wav,0.25,I need the lights turned down a bit,i need the lights turned down it,DecreaseBrightness
362.wav,0.1111111111111111,I need the lights turned off in the vestibule,need the lights turned off in the vestibule,SwitchLightOff
363.wav,0.14285714285714285,I need the room to be blue?,need the room to be blue,SetLightColor
364.wav,0.7,I need the shed to have the lighting on fifty.,i need a new the like being on frisky,SetLightBrightness
365.wav,0.14285714285714285,I need to lamps all off now,i need to all off now,SwitchLightOff
1059.wav,0.0,Stop the lights to be on,stop the lights to be on,SwitchLightOff
106.wav,0.0,Can you raise the lights in the toilets,can you raise the lights in the toilets,IncreaseBrightness
1060.wav,0.0,Stop the lights.,stop the lights,SwitchLightOff
1061.wav,0.75,Switch all of the lights to the off position in the vestibule,which all of her life all position invested you'll,SwitchLightOff
1062.wav,0.8,Switch light color to blue,shoot late to move,SetLightColor
1063.wav,0.0,Switch my lights on now,switch my lights on now,SwitchLightOn
1064.wav,0.4,Switch off all exterior lighting.,switch little exterior lighting,SwitchLightOff
1065.wav,0.8333333333333334,Switch off small meeting room lights.,they just meeting tonight,SwitchLightOff
1066.wav,1.0,Switch off the garage lights.,[noise] just like,SwitchLightOff
1067.wav,0.5,Switch off the lights,which off the light,SwitchLightOff
1068.wav,0.7,Switch off the lights after we leave for the trip,switch on line after we were <unk>,SwitchLightOff
1069.wav,0.4,Switch off the shed lights.,dropped the shed lights,SwitchLightOff
107.wav,0.6666666666666666,Can you set a pink light in the basement?,who said it's great in the basement,SetLightColor
1070.wav,0.4,Switch on my backyard lighting,joan my backyard lighting,SwitchLightOn
1071.wav,0.3333333333333333,Switch on my cubicle light please,switch on my cubicle lately is,SwitchLightOn
1072.wav,0.4,Switch on my garden lights,on my garden like,SwitchLightOn
1073.wav,0.25,Switch on the lights in the kids bedroom.,switch the lights and the kids bedroom,SwitchLightOn
1074.wav,0.5,Switch on the lights.,on the light,SwitchLightOn
1075.wav,0.2,Switch on the studio light,switch on the studio like,SwitchLightOn
1076.wav,0.8,Switch the light to green,i used to be,SetLightColor
1077.wav,0.25,Switch the lights green.,switch the light's green,SetLightColor
1078.wav,0.375,Switch the lights to blue in the bedroom,switch to watch the blue in the bedroom,SetLightColor
1079.wav,0.375,Switch the lights to dark in the pantry,switch to lives too dark in the pantry,SwitchLightOff
108.wav,0.75,Can you set the basement lights to five?,can you to be life,SetLightBrightness
1080.wav,0.3333333333333333,Switch the toilet light to red,switch the toilet like to read,SetLightColor
1081.wav,0.5,Switch to red lights,switched to red light,SetLightColor
1082.wav,0.5714285714285714,TURN ON THE LIGHTS OF kids bedroom,on the like the bedroom,SwitchLightOn
1083.wav,0.0,The basement is too bright.,the basement is too bright,DecreaseBrightness
1084.wav,0.5714285714285714,The basement lights must be switched on,from lights must be switch done,SwitchLightOn
1085.wav,0.9,"The bed room light are too bright, lower the brightness",bedroom laid or too bright the with the rightness,DecreaseBrightness
1086.wav,0.625,The bed room lights need a brighter illumination,the bedroom my brighter illumination,IncreaseBrightness
1087.wav,0.1111111111111111,The bedroom lights need to be brighter right now,the bedroom lives need to be brighter right now,IncreaseBrightness
1088.wav,0.1111111111111111,The brightness in the studio should be twenty two,brightness in the studio should be twenty two,SetLightBrightness
366.wav,0.25,I need to lamps all off now please,i need to lamps off no please,SwitchLightOff
367.wav,0.18181818181818182,I need you to increase the intensity of the backyard lights,i need you to increase intensity of the backyard light,IncreaseBrightness
368.wav,0.8181818181818182,I need you to turn the lights off in the basement,i mean you don't like all these make,SwitchLightOff
369.wav,0.375,I prefer if the lights are on now,for the lights are on now,SwitchLightOn
37.wav,0.2,Be sure the light intensity is set to twelve percent,be sure the light intensity upset to twelve percent,SetLightBrightness
370.wav,0.14285714285714285,I should like to see red lights.,i should like to see red light,SetLightColor
371.wav,0.1,I think all the lights should be on twenty two.,i think all the it should be on twenty two,SetLightBrightness
372.wav,0.2222222222222222,I think the lights should be on by now,i think it should be on by now,SwitchLightOn
373.wav,0.14285714285714285,I think the lights should be pink.,i think the line should be pink,SetLightColor
374.wav,0.0,I want blue light,i want blue light,SetLightColor
375.wav,0.75,I want blue lights,i was like,SetLightColor
376.wav,0.5,I want green light,i want be like,SetLightColor
377.wav,0.6666666666666666,I want it less bright now,less break now,DecreaseBrightness
378.wav,0.5,I want it pink in here,i wanted to in here,SetLightColor
379.wav,0.2222222222222222,I want it to be brighter in the cella,i want it to be brighter in iowa,IncreaseBrightness
38.wav,0.2,Be sure the lights are completely darkened by the toilet,be sure the lights are completely dark in by the toilet,SwitchLightOff
380.wav,0.5,I want less brightness,[noise] i watch less brightness,DecreaseBrightness
381.wav,0.0,I want less light,i want less light,DecreaseBrightness
382.wav,0.375,I want less light in the waiting room,i one last night in the waiting room,DecreaseBrightness
383.wav,0.7272727272727273,I want level twelve to be the setting for the brightness,i wanted to be distracting me,SetLightBrightness
384.wav,0.8333333333333334,I want lighting in the bedroom,[noise] i was living in denver,SwitchLightOn
385.wav,0.3333333333333333,I want lights,i was lights,SwitchLightOn
386.wav,0.16666666666666666,I want lights in the kitchen,i went lights in the kitchen,SwitchLightOn
387.wav,0.8571428571428571,I want lights on in the backyard,right around in the back yard,SwitchLightOn
388.wav,0.4,I want lights on please,[noise] i want lights on place,SwitchLightOn
389.wav,0.5,I want living room lights to be changed to pink,i won't living who likes to be changed too big,SetLightColor
39.wav,0.7777777777777778,Be sure the lights are off by the toilet,<unk> where the toilet,SwitchLightOff
390.wav,0.375,I want more brightness in the changing room,i want more brightness in general,IncreaseBrightness
391.wav,0.7142857142857143,I want more brightness in the pantry,well we're just in the history,IncreaseBrightness
392.wav,1.0,I want more light,online,IncreaseBrightness
393.wav,0.42857142857142855,I want more light in the bathroom,more like in the bathroom,IncreaseBrightness
394.wav,0.5,I want my child's bedroom to have a green light?,where my child's bedroom tom green light,SetLightColor
395.wav,0.4444444444444444,I want my cubicle lights to be on two.,well my cubicle like to be on to,SetLightBrightness
396.wav,0.8,I want pink lights now.,[noise] i was pink nights night,SetLightColor
397.wav,0.75,I want red lighting.,i won't liking,SetLightColor
398.wav,0.2,I want red lights please,i want red lights green,SetLightColor
399.wav,0.5,I want the bathroom to be more dim,the bathroom to be we're done,DecreaseBrightness
4.wav,0.42857142857142855,Activate the lights in the waiting room.,did they do in the waiting room,SwitchLightOn
40.wav,0.6666666666666666,Boost the brightness of the lights.,bush debate off the lights,IncreaseBrightness
401.wav,0.3333333333333333,I want the brightest lights in the kitchen please,want the brightest late in the kitchen,IncreaseBrightness
402.wav,0.5714285714285714,I want the brightness of the lights in the laundry room to be fifty.,i wonder what i miss tonight in the laundry june be fifty,SetLightBrightness
403.wav,0.7142857142857143,I want the brightness set to two,i wonder <unk> to do,SetLightBrightness
404.wav,0.5454545454545454,I want the brightness to be fifty in the bed room.,[noise] i want the maintenance be in the bedroom,SetLightBrightness
405.wav,0.6363636363636364,I want the brightness to be level ten on my lights.,[noise] i wonder brightness she'll be eleven on my life,SetLightBrightness
406.wav,0.5555555555555556,I want the brightness to be set at twenty.,i wonder what i meant to be shot at twenty,SetLightBrightness
407.wav,0.4444444444444444,I want the brightness turned up in this room,the president's turn up in this room,IncreaseBrightness
408.wav,0.5,I want the cellar light on,i want to sell early on,SwitchLightOn
409.wav,0.6666666666666666,I want the cellar lights off.,i won't <unk> laid off,SwitchLightOff
41.wav,1.0,Bright lights please,pretty likely,IncreaseBrightness
410.wav,0.16666666666666666,I want the cellar lights on,want the cellar lights on,SwitchLightOn
411.wav,0.36363636363636365,I want the cubicle lights to be at twenty two percent,i want to cupid ultra lights to be twenty two percent,SetLightBrightness
412.wav,0.0,I want the cubicle to be brighter,i want the cubicle to be brighter,IncreaseBrightness
413.wav,0.4,I want the cublicle to be at thirty nine brightness.,when the cubicle to be thirty nine brightness,SetLightBrightness
414.wav,0.2,I want the dining room lights to be turned on,oh one the dining room lights to be turned on,SwitchLightOn
415.wav,0.7,I want the entire appartment to be at two brightness,deeds her apartment to be into brightness,SetLightBrightness
416.wav,0.6666666666666666,I want the entrance light on,i won't be intense later on,SwitchLightOn
417.wav,0.4444444444444444,I want the facilities to have lights on now,i want the facilities outline on how,SwitchLightOn
418.wav,0.75,I want the house lights to be pink.,left the house late beeping,SetLightColor
419.wav,0.09090909090909091,I want the kids bedroom to be set to level fifty.,i want the kids bedroom to be set to level,SetLightBrightness
42.wav,0.6666666666666666,"Brighten the large meeting room, please.",right in a large meeting room please,IncreaseBrightness
420.wav,0.375,I want the kids lights to be pink.,i want the kids like should be peak,SetLightColor
421.wav,0.2222222222222222,I want the kitchen lights to be twenty two.,[noise] i want the kitchen like to be twenty two,SetLightBrightness
422.wav,0.18181818181818182,I want the light bulbs to be at level thirty nine.,i wanted to light bulbs to be at level thirty nine,SetLightBrightness
423.wav,0.625,I want the light color changed to red,[noise] i want to like color jeans to read,SetLightColor
424.wav,0.7777777777777778,I want the light in the garden turned on,i wonder like gotten going on,SwitchLightOn
425.wav,0.5,I want the light in the lounge to turn on,want to live in the lounge and turned on,SwitchLightOn
426.wav,0.1,I want the light intensity to be at level ten,i want the light intensity to be a level ten,SetLightBrightness
427.wav,0.0,I want the light intensity turned up in the bedroom,i want the light intensity turned up in the bedroom,IncreaseBrightness
428.wav,0.625,I want the light set to ten everywhere,want the it's and everywhere,SetLightBrightness
429.wav,0.2857142857142857,I want the light to be on,i want to like to be on,SwitchLightOn
43.wav,0.3333333333333333,Brighten the lights,breaking the lights,IncreaseBrightness
430.wav,0.0,I want the lighting increased,i want the lighting increased,IncreaseBrightness
431.wav,0.16666666666666666,I want the lighting situated at twenty two in the dining room,i went to lighting situated at twenty two in the dining room,SetLightBrightness
432.wav,1.0,I want the lights at twenty,one believes that greek greek,SetLightBrightness
433.wav,0.3333333333333333,I want the lights decreased please,long the lights decreased please,DecreaseBrightness
434.wav,0.8,I want the lights dimmed.,i'm on the lady,DecreaseBrightness
435.wav,0.8,I want the lights in the bathroom to be pink,my one that lives in the bathrooms beeping,SetLightColor
436.wav,0.2222222222222222,I want the lights in the bed room on.,i want the lights in the bedroom on,SwitchLightOn
437.wav,0.18181818181818182,I want the lights in the bed room set to five.,i want the lights in the bedroom set to five,SetLightBrightness
438.wav,0.16666666666666666,I want the lights in the laundry room to change to red.,i wanted the lights in the laundry room to change to read,SetLightColor
439.wav,0.3,I want the lights in the pantry to be pink,[noise] when the lights in the pantry to be peace,SetLightColor
44.wav,0.2857142857142857,Brighten the lights in the waiting room,right in the lights in the waiting room,IncreaseBrightness
440.wav,0.7777777777777778,I want the lights near toilets to be pink.,i wonder like me and doing it to be,SetLightColor
441.wav,1.0,I want the lights off,<unk>,SwitchLightOff
442.wav,0.8333333333333334,I want the lights off everywhere,<unk> everywhere,SwitchLightOff
443.wav,0.7777777777777778,I want the lights off in the meeting room,intellectual meeting room,SwitchLightOff
444.wav,0.2,I want the lights on,i won the lights on,SwitchLightOn
445.wav,0.7777777777777778,I want the lights on at the two setting,and the in the city,SwitchLightOn
446.wav,0.7,I want the lights on for the entire flat please,<unk> the entire please,SwitchLightOn
447.wav,0.6666666666666666,I want the lights on now,<unk> on now,SwitchLightOn
448.wav,0.36363636363636365,I want the lights set to fifty in the kids room,i want the like two fifty and the kids room,SetLightBrightness
449.wav,0.8,I want the lights to be at level twenty two,i wonder like still be leverage to do,SetLightBrightness
45.wav,0.5,Brighten up the cubicle,right not the cubicle,IncreaseBrightness
450.wav,0.5,I want the lights to be blue in the bathroom,i went to late speed blue in the bathroom,SetLightColor
451.wav,0.2857142857142857,I want the lights to be brighter,i want to live to be brighter,IncreaseBrightness
452.wav,0.0,I want the lights to be changed to blue,i want the lights to be changed to blue,SetLightColor
453.wav,0.7142857142857143,I want the lights to be dimmed.,from one place to be done,DecreaseBrightness
454.wav,0.2222222222222222,I want the lights to be increased in brightness.,i want the lights to be increased and right,IncreaseBrightness
455.wav,0.42857142857142855,I want the lights to be increased.,i wanted to like to be increased,IncreaseBrightness
456.wav,0.5714285714285714,I want the lights to be lowered,to live to be lowered,DecreaseBrightness
457.wav,0.875,I want the lights to be red please,i wonder like do they need,SetLightColor
458.wav,0.25,I want the lights to be turned off,i want to be turned off,SwitchLightOff
459.wav,0.36363636363636365,I want the lights to be turned off in the vestibule,i want to be turned off in the best deal,SwitchLightOff
46.wav,2.0,Brighter,played that,IncreaseBrightness
460.wav,0.5,I want the lights turned down in the bed room,i wanted to lights turned down the bedroom,DecreaseBrightness
461.wav,0.0,I want the lounge light on,i want the lounge light on,SwitchLightOn
462.wav,0.8333333333333334,I want the parking lights off.,the person like,SwitchLightOff
463.wav,1.0,I want the patio lights turned on,independent like turn don't,SwitchLightOn
464.wav,0.7142857142857143,I want the patio room light off,i won the oh my oh,SwitchLightOff
465.wav,0.2,I want the room brighter,i want the room or,IncreaseBrightness
466.wav,0.0,I want the studio to be dark,i want the studio to be dark,SwitchLightOff
467.wav,0.6666666666666666,I want the toilet lights off,the toilet to us,SwitchLightOff
468.wav,0.6666666666666666,I want the toilet lights to be at twelve,well the whole life to be as well,SetLightBrightness
469.wav,0.5,I want the toilet lights to be on,i wanted like to be on,SwitchLightOn
47.wav,1.0,Brightness adjust to ten in kids room please.,my nose and do any good to be,SetLightBrightness
470.wav,1.125,I want the vestibule brightness at seventy-three percent,hi my name's right same thing keeps me busy,SetLightBrightness
471.wav,0.5555555555555556,I want the vestibule to shine at twelve percent,i want to be able to sign it twelve percent,SetLightBrightness
472.wav,0.4444444444444444,I want the waiting room lights at a ten,i love the waiting room like ten,SetLightBrightness
473.wav,0.25,I want this room at brightness level ten,i want this my brightness level ten,SetLightBrightness
474.wav,0.14285714285714285,I want to brighten the laundry room,i want to break the laundry room,IncreaseBrightness
475.wav,0.3,I want to change the boardroom brightness to ten please.,i want to change the boardroom brightness potentially,SetLightBrightness
476.wav,0.14285714285714285,I want to change the light green,i wanted to change the light green,SetLightColor
477.wav,0.1111111111111111,I want to change the light to blue instead.,i want to change the light blue instead,SetLightColor
478.wav,0.5555555555555556,I want to lights to a lower setting please,want to like lower setting,DecreaseBrightness
479.wav,0.625,"I want to lower my appartment lights, please.",one to lose my apartment nights please,DecreaseBrightness
48.wav,1.0,Brightness should be set to twelve percent,made me think of something,SetLightBrightness
480.wav,0.2857142857142857,I want to make the light dimmer,i want to make the them or,DecreaseBrightness
481.wav,0.14285714285714285,I want to make the room brighter.,i wanted to make the room brighter,IncreaseBrightness
482.wav,1.0,I want to set the light to ten,<unk> said that late then,SetLightBrightness
483.wav,0.2857142857142857,I want to turn off the lights.,want to turn off the light,SwitchLightOff
484.wav,0.25,I want to turn off the patio lamps,i want to turn on the patio and,SwitchLightOff
486.wav,0.23076923076923078,I want you to change the brightness level in the patio to ten.,want to change the brightness level and the patio to ten,SetLightBrightness
487.wav,0.08333333333333333,I want you to switch off all the lights in my cubicle.,i want you to switch off all the lights in a cubicle,SwitchLightOff
488.wav,0.07142857142857142,I want you to turn off the lights in the small meeting room off.,i want you to turn off the lights in the small meeting room,SwitchLightOff
489.wav,0.8333333333333334,I want you to turn the lights off in my room please,i don't get done to live in maryland gee,SwitchLightOff
49.wav,0.75,Brightness to seventy-three please.,right to seventy three please,SetLightBrightness
490.wav,0.5555555555555556,I would like for the lights to be brighter.,like lights be brighter,IncreaseBrightness
491.wav,0.4444444444444444,I would like for the lights to be pink.,i would like for the life beeping,SetLightColor
492.wav,0.3333333333333333,I would like green lights please.,i would like green light squeeze,SetLightColor
493.wav,0.125,I would like lights on inside the house,would like lights on inside the house,SwitchLightOn
494.wav,0.5,I would like pink lights please.,i would like light breeze,SetLightColor
495.wav,0.6923076923076923,I would like the brightness level in the bedroom to be thirty nine,[noise] i would like they don't need to be nice,SetLightBrightness
496.wav,0.6666666666666666,I would like the brightness of the lights to be level five.,[noise] i would like to buy something needs to be limited i,SetLightBrightness
497.wav,0.125,I would like the garage lights on fifty.,i would like the garage lights on you,SetLightBrightness
498.wav,0.6666666666666666,I would like the light to be turned on,i would like nicely done or,SwitchLightOn
499.wav,0.14285714285714285,I would like the lights less bright,i would like the lights less right,DecreaseBrightness
5.wav,1.0,Activate the lights.,to be polite,SwitchLightOn
50.wav,0.3,Bring darkness to this room by turning off the lights,bring darkness in his room by turning off the lake,SwitchLightOff
500.wav,0.0,I would like the lights to change to green.,i would like the lights to change to green,SetLightColor
501.wav,0.2857142857142857,I would like the lights turned off.,i would the turned off,SwitchLightOff
502.wav,0.42857142857142855,I would like the lounge light on,i would like the lunch lay down,SwitchLightOn
503.wav,0.625,I would like the vestibule to be pink,i there's too many to be,SetLightColor
504.wav,0.1111111111111111,I would like the waiting room lights turned up,i was like the waiting room lights turned up,IncreaseBrightness
505.wav,0.6,I would prefer that the changing room lights be lowered,i would be sure that the changing like eat lower,DecreaseBrightness
506.wav,0.4,I'd light these lights on,[noise] i'd like these lights on,SwitchLightOn
507.wav,1.0,I'd like all lights off.,i would like on a tough,SwitchLightOff
508.wav,0.2,I'd like for my lights to be flipped on now,like for my wife to be flipped on now,SwitchLightOn
509.wav,0.625,I'd like for the lights to be blue.,like the light blue,SetLightColor
51.wav,0.14285714285714285,Bring the cellar lights up to two,bring the cellar lights up to to,SetLightBrightness
510.wav,0.4444444444444444,I'd like for the lights to go on now,i for like to go on now,SwitchLightOn
511.wav,0.6666666666666666,I'd like it a little darker,i like it didn't go,DecreaseBrightness
512.wav,0.14285714285714285,I'd like more lighting in the bedroom.,i like more lighting in the bedroom,IncreaseBrightness
513.wav,0.6,I'd like the bedroom lights to be at ten percent,likes to be ten percent,SetLightBrightness
514.wav,0.75,I'd like the brightness changed in the shed,i did like the rightness change in this yeah,SwitchLightOff
515.wav,1.0,I'd like the brightness set to twenty,<unk>,SetLightBrightness
516.wav,0.6666666666666666,I'd like the brightness turned down.,the brightest turned him,DecreaseBrightness
517.wav,0.8333333333333334,I'd like the brightness turned up,business turned off,IncreaseBrightness
518.wav,0.1111111111111111,I'd like the brightness turned up in the garage,i like the brightness turned up in the garage,IncreaseBrightness
519.wav,0.2,I'd like the house lights to be set to twelve.,i like the house flights to be set to twelve,SetLightBrightness
52.wav,0.5,Can the changing room lights be turned on,can change and i'm like be turned on,SwitchLightOn
520.wav,0.14285714285714285,I'd like the kitchen to be brighter.,[noise] like the kitchen to be brighter,IncreaseBrightness
521.wav,0.5555555555555556,I'd like the light to increase in the pantry,i like the lights increasing the pantry,IncreaseBrightness
522.wav,0.8,I'd like the lights in the entrance to be on,oh like life interest me on,SwitchLightOn
523.wav,0.21428571428571427,I'd like the lights in the laundry room to be at level twenty two,i like the lights in the laundry room to the level twenty two,SetLightBrightness
524.wav,1.0,I'd like the lights off in the vestibule,<unk>,SwitchLightOff
527.wav,0.75,I'd like the lights to be shut off,nice to be show,SwitchLightOff
528.wav,0.8571428571428571,I'd like the lights to be shutdown,i wise to be shut down,SwitchLightOff
529.wav,0.75,I'd like the lights to be turned on,like last returned on,SwitchLightOn
53.wav,0.2857142857142857,Can the laundry room have green lights?,the laundry room has green lights,SetLightColor
530.wav,0.36363636363636365,I'd like the lights to change in the large meeting room,like to change in the lord's meeting room,SwitchLightOff
531.wav,0.2222222222222222,I'd like the lights to not be so bright,i'd like to like to not be so bright,DecreaseBrightness
532.wav,0.6,I'd like the lights turned down in the kids room,i just turned down and the kids from,DecreaseBrightness
533.wav,0.2727272727272727,I'd like the living room lights to be at twelve percent,i like the living room rights to be had twelve percent,SetLightBrightness
534.wav,1.0,I'd like the parking lights to be red,oh <unk>,SetLightColor
535.wav,0.4,I'd like the vestibule lighting to be at thirty nine,and like the best deal lighting to be thirty nine,SetLightBrightness
536.wav,0.5,I'd like to activate lights in my cubicle,i like to activate highlights in might recall,SwitchLightOn
537.wav,0.3333333333333333,I'd like to have pink lighting in the bathroom,i like to have people fighting in the bathroom,SetLightColor
538.wav,0.75,I'd like to lights to be green please,i would like to like green tea,SetLightColor
539.wav,0.4,I'd like to lower the lights in the bed room,like to lose the lights in the bedroom,DecreaseBrightness
54.wav,0.6666666666666666,Can the lights be red instead?,be read instead,SetLightColor
540.wav,0.25,I'd prefer if the lights were on now,i prefer the lights were on now,SwitchLightOn
541.wav,0.16666666666666666,I'd prefer it to be brighter,i prefer it to be brighter,IncreaseBrightness
542.wav,0.2,I'd prefer the bathroom light to be at thirty nine,i prefer the bathroom like to be at thirty nine,SetLightBrightness
543.wav,0.2727272727272727,I'd prefer the laundry room lights to be turned to green,i prefer the laundry room might be turned to green,SetLightColor
544.wav,0.0,I'd prefer the lights to be on,i'd prefer the lights to be on,SwitchLightOn
545.wav,0.25,I'd prefer the office lights to be on,i prefer the office like to be on,SwitchLightOn
546.wav,1.0,I'd prefer the toilet lighting to be at level twelve,i decided on exciting do the atlanta braves,SetLightBrightness
547.wav,0.4444444444444444,I'm done with the lights in the dining room.,i'm <unk> in the dining room,SwitchLightOff
548.wav,0.7777777777777778,I'm in the basement please turn the lights on.,i mean the basement he's done like huh,SwitchLightOn
549.wav,0.0,I'm in the kitchen and I need some lights,i'm in the kitchen and i need some lights,SwitchLightOn
55.wav,0.25,Can the living room lights be turned off,the living room life be turned off,SwitchLightOff
550.wav,0.5454545454545454,I'm in the kitchen can you give me some lights please,and and you can give me some please,SwitchLightOn
551.wav,0.3333333333333333,Illuminate the entrance,eliminate the entrance,SwitchLightOn
552.wav,0.375,In the basement turn the brightness to twenty,in the basement the pregnancy twenty,SetLightBrightness
553.wav,0.125,In the bathroom turn up the light power,in the bathroom turn the light power,IncreaseBrightness
554.wav,0.5555555555555556,In the changing room turn down the light power,in the changing rooms turned out of power,DecreaseBrightness
555.wav,0.375,In the cubicle and switch off the lights,cubicle and switch off the light,SwitchLightOff
556.wav,0.25,In the entrance change the colors to red,in the entrance change the color red,SetLightColor
557.wav,0.14285714285714285,In the entrance make the lights pink,in the entrance makes the lights pink,SetLightColor
558.wav,0.875,In the garage change the lights to pink,undergrad changed their lives to tubing,SetLightColor
559.wav,1.0,In the kids bedroom make the lights pink,indicates that made delayed spank,SetLightColor
56.wav,0.625,Can we change the house lighting to twelve?,change the house lightning well,SetLightBrightness
560.wav,0.125,In the kids bedroom turn the lights off.,and the kids bedroom turn the lights off,SwitchLightOff
561.wav,0.0,In the laundry room turn down the light power,in the laundry room turn down the light power,DecreaseBrightness
562.wav,0.875,In the living room make the lights green,meaning to make their life,SetLightColor
